author,bookid,rating
Diana Gabaldon,712,4.34
Marie Lu,713,4.29
William Shakespeare,714,3.89
Arthur Miller,715,3.49
Nicholas Sparks,716,3.99
Kate Egan,717,4.51
William Faulkner,718,3.86
Eckhart Tolle,719,4.02
Tite Kubo,720,4.21
Allie Brosh,721,4.17
Robert Jordan,722,4.21
Gregory David Roberts,723,4.26
Charlaine Harris,724,4.01
Stephen King,725,4.24
Ned Dameron,725,4.24
Jeffery Deaver,726,4.18
Bernhard Schlink,727,3.73
Carol Brown Janeway,727,3.73
Bill Martin Jr.,728,4.19
Eric Carle,728,4.19
Dan Simmons,729,4.21
John Steinbeck,730,3.41
William Peter Blatty,731,4.14
Stephenie Meyer,732,3.51
David Guterson,733,3.8
Alex Haley,734,4.42
Alan Moore,735,4.36
Brian Bolland,735,4.36
Tim Sale,735,4.36
Ralph Ellison,736,3.84
Ishmael Beah,737,4.14
Robert C. O'Brien,738,4.13
Stephen King,739,4.34
Laura Ingalls Wilder,740,4.33
Garth Williams,740,4.33
Melissa Bank,741,3.29
Hugh Howey,742,4.24
Christopher Moore,743,4.26
Eckhart Tolle,744,4.1
Jenny  Lawson,745,3.9
Scott Lynch,746,4.3
Garth Nix,747,4.17
Charlaine Harris,748,4.01
Jodi Picoult,749,4.26
Jennifer L. Armentrout,750,4.23
Douglas Adams,751,4.19
Sarah J. Maas,752,4.49
Bryan Lee O'Malley,753,4.18
Jeannette Walls,754,4.05
Terry Pratchett,755,4.22
Julie Kagawa,756,3.92
Larry McMurtry,757,4.47
Mary Roach,758,4.05
Richelle Mead,759,4.22
Orson Scott Card,760,4.3
Sophie Kinsella,761,3.82
Thomas Keneally,762,4.34
Toni Morrison,763,3.99
Philippa Gregory,764,3.9
Malcolm X,765,4.29
Alex Haley,765,4.29
Neil Gaiman,766,4.3
Sam Kieth,766,4.3
Mike Dringenberg,766,4.3
Malcolm Jones III,766,4.3
Todd Klein,766,4.3
Karen  Berger,766,4.3
Laura Hillenbrand,767,4.2
Dennis Lehane,768,4.07
Arthur Conan Doyle,769,4.5
William Shakespeare,770,3.65
Roma Gill,770,3.65
Erik Larson,771,3.81
Plato,772,3.9
Desmond Lee,772,3.9
William Shakespeare,773,3.81
Marissa Meyer,774,4.46
Patti Smith,775,4.14
Phaidon Press,776,3.79
Jane Green,777,3.62
Victor Hugo,778,3.97
Walter J. Cobb,778,3.97
Rohinton Mistry,779,4.34
Bill Watterson,780,4.61
G.B. Trudeau,780,4.61
Scott Westerfeld,781,3.77
Kate Chopin,782,3.63
P.C. Cast,783,3.93
Kristin Cast,783,3.93
Mitch Albom,784,4.09
Tom Clancy,785,4.08
Shel Silverstein,786,4.33
Justin Halpern,787,3.98
Irvine Welsh,788,4.07
Eric Lindor Fall,788,4.07
Isaac Asimov,789,4.2
Miguel Ruiz,790,4.12
Jodi Picoult,791,4.01
Jacob Grimm,792,4.31
Wilhelm Grimm,792,4.31
Josef Scharl,792,4.31
Padraic Colum,792,4.31
Joseph Campbell,792,4.31
Margaret Raine Hunt,792,4.31
James Stern,792,4.31
E.L. Konigsburg,793,4.15
Stephen King,794,4.1
Nick Hornby,795,3.79
Samantha Young,796,4.24
Francis Chan,797,4.15
Danae Yankoski,797,4.15
Chris Tomlin,797,4.15
Dr. Seuss,798,4.12
Dean Koontz,799,4.16
Helen Keller,800,4.07
Jonathan Tropper,801,3.88
Seth Grahame-Smith,802,3.7
Natsuki Takaya,803,4.23
Alethea Nibley,803,4.23
Athena Nibley,803,4.23
William Shakespeare,804,3.8
P.C. Cast,805,3.98
Kristin Cast,805,3.98
Stephen King,806,4.24
Dave McKean,806,4.24
Dave Eggers,807,3.46
Brian Selznick,808,4.23
Aldous Huxley,809,4.16
Christopher Hitchens,809,4.16
Bisco Hatori,810,4.36
Mary Kubica,811,3.81
Abbi Glines,812,4.21
Rainbow Rowell,813,3.55
P.C. Cast,814,3.96
Kristin Cast,814,3.96
Cormac McCarthy,815,4.12
Hilary Mantel,816,3.85
Diana Wynne Jones,817,4.3
Stephen King,818,3.59
William Olivier Desmond,818,3.59
Henry David Thoreau,819,3.79
Kazuo Ishiguro,820,4.1
Nicholas Sparks,821,3.91
Julian Barnes,822,3.7
Sue Grafton,823,3.82
Sophocles,824,3.67
J.E. Thomas,824,3.67
Lisa See,825,3.87
Kenneth Grahame,826,3.98
Gillian Avery,826,3.98
Jenny Han,827,4.11
Marjane Satrapi,828,4.23
Mattias Ripa,828,4.23
E.M. Forster,829,3.91
Kody Keplinger,830,3.86
Sarah Dessen,831,4.01
J.D. Robb,832,4.13
John Grisham,833,3.76
Stephenie Meyer,834,4.03
Masashi Kishimoto,835,4.35
Katy Bridges,835,4.35
Rachel Joyce,836,3.89
David Levithan,837,3.99
Orson Scott Card,838,3.77
William Shakespeare,839,3.78
Robert          Jackson,839,3.78
Barbara A. Mowat,839,3.78
Paul Werstine,839,3.78
James Clavell,840,4.37
J.R. Ward,841,4.45
Sarah J. Maas,842,4.29
E.L. James,843,4.13
Bill Martin Jr.,844,4.21
John Archambault,844,4.21
Lois Ehlert,844,4.21
Raina Telgemeier,845,4.19
George Orwell,846,4.26
Christopher Hitchens,846,4.26
Jacquelyn Mitchard,847,3.84
Amy Tan,848,3.98
Louise Rennison,849,3.74
Robin Sloan,850,3.75
V.C. Andrews,851,3.79
Paul Kalanithi,852,4.32
Abraham Verghese,852,4.32
Jerry Spinelli,853,3.86
Chuck Palahniuk,854,4.0
William Shakespeare,855,3.97
Lois Lowry,856,3.8
Ellen Raskin,857,4.03
Pierce Brown,858,4.26
Brent Weeks,859,4.15
Barbara Kingsolver,860,3.94
Jamie McGuire,861,4.23
Brandon Sanderson,862,4.77
Sam McBratney,863,4.36
Anita Jeram,863,4.36
Diana Gabaldon,864,4.26
Stephen King,865,3.96
John D. MacDonald,865,3.96
Peter Benchley,866,3.96
Nicole Krauss,867,3.91
Astrid Lindgren,868,4.11
Lauren Child,868,4.11
Florence Lamborn,868,4.11
Nancy Seligsohn,868,4.11
Muriel Barbery,869,3.73
Alison Anderson,869,3.73
Doris Kearns Goodwin,870,4.3
Suzanne Toren,870,4.3
Charlaine Harris,871,3.88
Albert Camus,872,3.97
Stuart Gilbert,872,3.97
Lemony Snicket,873,3.95
Brett Helquist,873,3.95
Susannah Cahalan,874,4.0
Melissa Marr,875,3.69
H.A. Rey,876,4.13
Michael Ende,877,4.17
Ralph Manheim,877,4.17
Roswitha Quadflieg,877,4.17
Sylvia Nasar,878,4.12
Upton Sinclair,879,3.72
Earl Lee,879,3.72
Kathleen DeGrave,879,3.72
Kelley Armstrong,880,4.03
Oliver Sacks,881,4.04
Ken Follett,882,4.16
Margaret Atwood,883,3.95
Ransom Riggs,884,4.07
Andre Dubus III,885,3.83
M.R. Carey,886,3.93
William Faulkner,887,3.72
Crockett Johnson,888,4.24
J.R. Ward,889,4.35
Isaac Asimov,890,4.23
Jim Butcher,891,4.04
Malcolm Gladwell,892,3.9
Hiromu Arakawa,893,4.49
Akira Watanabe,893,4.49
Terry Pratchett,894,4.32
Joan Didion,895,3.86
Lionel Shriver,896,4.07
Arthur C. Clarke,897,4.06
Anne Rice,898,3.86
Edith Wharton,899,3.93
Maureen Howard,899,3.93
Richard Dawkins,900,4.11
Geraldine Brooks,901,4.0
Michael Connelly,902,4.08
Ayn Rand,903,3.62
Sylvain Reynard,904,4.02
Judi Barrett,905,4.15
Ron Barrett,905,4.15
Helen Simonson,906,3.87
Nora Roberts,907,4.1
Jodi Picoult,908,3.48
Rick Riordan,909,4.2
John Scalzi,910,4.23
Stephen King,911,3.47
Janet Evanovich,912,4.11
Irma S. Rombauer,913,4.14
Marion Rombauer Becker,913,4.14
Ethan Becker,913,4.14
Joe Haldeman,914,4.15
Stephen King,915,3.79
Bettina Blanch Tyroller,915,3.79
Azar Nafisi,916,3.57
Joe Abercrombie,917,4.14
Eoin Colfer,918,3.94
Annie Proulx,919,3.83
Marie Kondo,920,3.77
Cathy Hirano,920,3.77
Jennifer Niven,921,4.19
frnkh m`nwy,921,4.19
Kathy Reichs,922,3.86
Michael Scott,923,3.84
Jeffrey Eugenides,924,3.42
Isabel Allende,925,3.89
Margaret Sayers Peden,925,3.89
Jessica Knoll,926,3.48
Ellen Hopkins,927,4.16
Maggie Stiefvater,928,4.05
Richard Matheson,929,3.99
Elizabeth Strout,930,3.78
Lena Dunham,931,3.33
Joana Avillez,931,3.33
James C. Collins,932,4.04
Kristin Cashore,933,4.12
Samuel Beckett,934,3.81
Jack London,935,3.94
Stephen King,936,4.17
Bernie Wrightson,936,4.17
Philip Pullman,937,4.25
J.A. Redmerski,938,4.26
Kimberly McCreight,939,3.82
Jojo Moyes,940,3.94
Michael Cunningham,941,3.91
Alice Clayton,942,4.1
David Sedaris,943,3.95
Stephen King,944,3.8
Lauren Kate,945,3.89
James Dashner,946,3.69
Susan Ee,947,4.19
Richard Russo,948,3.91
Robert Jordan,949,4.13
Jandy Nelson,950,4.14
Chuck Palahniuk,951,3.93
Sophie Kinsella,952,3.77
Stephen King,953,4.27
Catherine Hardwicke,954,4.2
Sophie Kinsella,955,3.75
Richard Feynman,956,4.29
Maggie Stiefvater,957,3.91
L.M. Montgomery,958,4.42
James Joyce,959,3.6
Seamus Deane,959,3.6
Robert Jordan,960,4.34
Brandon Sanderson,960,4.34
George Eliot,961,3.93
Michel Faber,961,3.93
Colleen Hoover,962,4.3
John Grisham,963,3.89
J.R.R. Tolkien,964,4.59
S.C. Stephens,965,4.12
Scott Turow,966,4.1
Stephen King,967,3.74
Stacy Schiff,968,3.62
Thomas L. Friedman,969,3.66
Brandon Sanderson,970,4.16
Marcus Pfister,971,4.15
J. Alison James,971,4.15
Jules Verne,972,3.84
Gretchen Rubin,973,3.57
Philip K. Dick,974,3.66
Vincent Bugliosi,975,4.0
Curt Gentry,975,4.0
Robert Kapilow,976,4.44
Dr. Seuss,976,4.44
Dante Alighieri,977,3.99
Anthony M. Esolen,977,3.99
Deborah Harkness,978,4.04
Jodi Picoult,979,3.94
Patricia Briggs,980,4.18
Melissa de la Cruz,981,3.68
Caleb Carr,982,4.05
Ta-Nehisi Coates,983,4.4
John Milton,984,3.8
John      Leonard,984,3.8
Michael   Lewis,985,4.26
Stephen King,986,3.56
Patrick Ness,987,4.36
Jim Kay,987,4.36
Siobhan Dowd,987,4.36
Robert Jordan,988,4.42
Brandon Sanderson,988,4.42
Frederick Forsyth,989,4.25
Jason Fried,990,3.93
David Heinemeier Hansson,990,3.93
Rainbow Rowell,991,3.95
Stephenie Meyer,992,3.88
Ilyana Kadushin,992,3.88
Matt Walters,992,3.88
Carol Rifka Brunt,993,4.04
James Herriot,994,4.31
Michelle Hodkin,995,4.09
Janet Evanovich,996,4.14
Emmuska Orczy,997,4.06
Jon Stone,998,4.45
Michael J. Smollin,998,4.45
Judy Blume,999,4.09
Leigh Bardugo,1000,4.05
Herman Koch,1001,3.22
Sam Garrett,1001,3.22
Marie Lu,1002,4.37
Carl Sagan,1003,4.11
Stephanie Perkins,1004,4.0
Zadie Smith,1005,3.75
Chris Kyle,1006,3.97
Scott McEwen,1006,3.97
Jim DeFelice,1006,3.97
Chelsea Handler,1007,3.79
Pittacus Lore,1008,4.17
Meg Wolitzer,1009,3.54
Bill Watterson,1010,4.65
Geraldine Brooks,1011,4.0
Kate Morton,1012,4.13
Better Homes and Gardens,1013,4.14
Douglas Adams,1014,4.08
Hermann Hesse,1015,4.11
Basil Creighton,1015,4.11
Tess Gerritsen,1016,4.1
Jojo Moyes,1017,3.95
Robin Hobb,1018,4.21
Arthur C. Clarke,1019,4.09
Kate DiCamillo,1020,4.0
Timothy Basil Ering,1020,4.0
Barbara Kingsolver,1021,4.03
Steven L. Hopp,1021,4.03
Camille Kingsolver,1021,4.03
Richard A. Houser,1021,4.03
Sarah J. Maas,1022,4.53
Robert Jordan,1023,4.1
Alan Bradley,1024,3.81
Donald Miller,1025,3.92
Diana Gabaldon,1026,4.43
Rick Riordan,1027,4.41
Liane Moriarty,1028,3.55
Brian K. Vaughan,1029,4.25
Fiona Staples,1029,4.25
Chad Harbach,1030,3.99
Ernest Hemingway,1031,4.04
Brandon Mull,1032,4.08
Lemony Snicket,1033,3.91
Brett Helquist,1033,3.91
Jim Butcher,1034,4.18
Walter Isaacson,1035,4.08
S.C. Stephens,1036,4.37
John Grisham,1037,3.81
Mildred D. Taylor,1038,3.79
Seth Grahame-Smith,1039,3.28
Jane Austen,1039,3.28
David Sedaris,1040,3.8
Fyodor Dostoyevsky,1041,4.18
Constance Garnett,1041,4.18
Alan Myers,1041,4.18
Joseph Frank,1041,4.18
Anna Brailovsky,1041,4.18
Douglas Adams,1042,3.97
Jeff Kinney,1043,4.1
Mindy Kaling,1044,3.89
Veronica Roth,1045,4.1
Aziz Ansari,1046,3.85
Eric Klinenberg,1046,3.85
Katherine Applegate,1047,4.24
Patricia Castelao,1047,4.24
Sebastian Junger,1048,4.07
Brandon Sanderson,1049,4.17
Patrick Ness,1050,3.96
Jim Fergus,1051,3.88
Jodi Picoult,1052,3.96
Stephen King,1053,3.98
Darrel Anderson,1053,3.98
Ally Condie,1054,3.56
Salman Rushdie,1055,3.99
Max Brooks,1056,3.86
John Grisham,1057,3.83
Agatha Christie,1058,4.03
Margaret Peterson Haddix,1059,3.97
Michael Pollan,1060,4.07
Elizabeth George Speare,1061,3.97
Kiera Cass,1062,3.85
Sophie Kinsella,1063,3.77
Wilkie Collins,1064,3.98
Matthew Sweet,1064,3.98
Robert Galbraith,1065,4.21
J.K. Rowling,1065,4.21
Jenny Han,1066,3.96
Janet Evanovich,1067,4.17
James McBride,1068,4.06
Steven D. Levitt,1069,3.95
Stephen J. Dubner,1069,3.95
Karen Marie Moning,1070,4.14
Terry Goodkind,1071,4.1
Emily Giffin,1072,3.73
William Makepeace Thackeray,1073,3.76
John Carey,1073,3.76
Kurt Vonnegut Jr.,1074,4.16
Stephen King,1075,3.81
Dominique Dill,1075,3.81
Cynthia D'Aprix Sweeney,1076,3.45
Bill Willingham,1077,3.99
Lan Medina,1077,3.99
Steve Leialoha,1077,3.99
Craig Hamilton,1077,3.99
James Jean,1077,3.99
David    Allen,1078,3.98
James Redfield,1079,3.6
Huntley Fitzpatrick,1080,4.02
Ken Follett,1081,4.29
Haruki Murakami,1082,3.82
Philip Gabriel,1082,3.82
Alice Sebold,1083,3.77
Virginia Woolf,1084,3.76
Chetan Bhagat,1085,3.43
Laurell K. Hamilton,1086,4.02
Markus Zusak,1087,4.09
Thomas Hardy,1088,3.92
Rosemarie Morgan,1088,3.92
Shannon Russell,1088,3.92
Terry Pratchett,1089,4.0
Mark Z. Danielewski,1090,4.13
Patricia Cornwell,1091,4.11
John Grisham,1092,3.98
P.C. Cast,1093,4.02
Kristin Cast,1093,4.02
Willa Cather,1094,3.76
Susan Beth Pfeffer,1095,3.89
Jon Stewart,1096,4.02
Ben Karlin,1096,4.02
David Javerbaum,1096,4.02
Rich Bloomquist,1096,4.02
Steve Bodow,1096,4.02
Tim Carvell,1096,4.02
Eric Drysdale,1096,4.02
J.R. Havlan,1096,4.02
Scott Jacobson,1096,4.02
Tom Johnson,1096,4.02
Rob Kutner,1096,4.02
Chris Regan,1096,4.02
Jason Reich,1096,4.02
Jason Ross,1096,4.02
Stephen Colbert,1096,4.02
Samantha Bee,1096,4.02
Rob Corddry,1096,4.02
Brendan Hay,1096,4.02
Ed Helms,1096,4.02
Don Piper,1097,3.91
Cecil Murphey,1097,3.91
Nicholas Sparks,1098,4.14
Lao Tzu,1099,4.31
Gia-Fu Feng,1099,4.31
Jane English,1099,4.31
Chungliang Al Huang,1099,4.31
Rowena Pattee Kryder,1099,4.31
Toinette Lippe,1099,4.31
Jeffrey Archer,1100,4.27
Jodi Picoult,1101,3.91
Augusten Burroughs,1102,4.01
James Patterson,1103,4.15
E.L. James,1104,3.76
Frank Herbert,1105,3.86
C.S. Lewis,1106,4.28
Jennifer Weiner,1107,3.76
Hans Christian Andersen,1108,4.28
Lily Owens,1108,4.28
Arthur Rackham,1108,4.28
Hans Richter,1108,4.28
Mark Cotta Vaz,1109,4.34
Colleen Hoover,1110,4.33
Jane Green,1111,3.41
L.M. Montgomery,1112,4.21
Friedrich Nietzsche,1113,4.05
Walter Kaufmann,1113,4.05
Elizabeth Gaskell,1114,4.13
Alan Shelston,1114,4.13
Jaycee Dugard,1115,3.89
Amish Tripathi,1116,4.0
Michael Crichton,1117,3.72
Lauren Oliver,1118,3.74
Robert Jordan,1119,4.0
Aesop,1120,4.05
Laura Harris,1120,4.05
Laura Gibbs,1120,4.05
Cormac McCarthy,1121,4.18
Becca Fitzpatrick,1122,4.22
Stephen King,1123,3.93
Chuck Palahniuk,1124,3.73
Chetan Bhagat,1125,3.42
Matsuri Hino,1126,4.1
Tomo Kimura,1126,4.1
Jim Butcher,1127,4.3
Anne McCaffrey,1128,4.1
Teodor Panasinski,1128,4.1
John D. Rateliff,1129,3.81
J.R.R. Tolkien,1129,3.81
Colleen Hoover,1130,4.3
Joanne Harris,1131,3.95
Jay Anson,1132,3.82
Michael Ondaatje,1133,3.88
Sylvain Reynard,1134,4.22
James Joyce,1135,3.85
Jeri Johnson,1135,3.85
Colum McCann,1136,3.93
Eoin Colfer,1137,4.04
Harlan Coben,1138,4.11
Stephen King,1139,3.48
Rachel Hawkins,1140,3.96
Austin Kleon,1141,3.86
Neal Stephenson,1142,4.25
Christina Lauren,1143,4.05
Barbara Kingsolver,1144,3.98
Joyce Carol Oates,1145,3.7
Scott McCloud,1146,3.98
Kami Garcia,1147,3.84
Margaret Stohl,1147,3.84
Jon Ronson,1148,3.91
Jodi Picoult,1149,3.68
David Baldacci,1150,4.15
Janet Evanovich,1151,4.18
Mitch Albom,1152,3.85
Christopher Moore,1153,4.08
Michael   Lewis,1154,4.24
Jonathan Stroud,1155,3.99
Stephen Colbert,1156,3.91
Richard Dahm,1156,3.91
Paul Dinello,1156,3.91
Allison Silverman,1156,3.91
Michael Brumm,1156,3.91
Eric Drydale,1156,3.91
Rob Dubbin,1156,3.91
Glenn Eichler,1156,3.91
Peter Grosz,1156,3.91
Peter Gwinn,1156,3.91
Jay Katsir,1156,3.91
Laura Krafft,1156,3.91
Frank Lesser,1156,3.91
Tom Purcell,1156,3.91
Kenneth H. Blanchard,1157,3.85
Spencer Johnson,1157,3.85
Leon Uris,1158,4.33
Ursula Hegi,1159,4.07
Raymond Chandler,1160,4.04
John Steinbeck,1161,4.02
Ellen DeGeneres,1162,3.72
Lemony Snicket,1163,3.83
Brett Helquist,1163,3.83
Eowyn Ivey,1164,3.95
J. Lynn,1165,4.19
Jennifer L. Armentrout,1165,4.19
Jeff Kinney,1166,4.11
Dante Alighieri,1167,4.06
Allen Mandelbaum,1167,4.06
Eugenio Montale,1167,4.06
Benjamin Hoff,1168,4.01
Ernest H. Shepard,1168,4.01
Jennifer L. Armentrout,1169,4.33
Tahereh Mafi,1170,4.28
Sarah Dunant,1171,3.79
Eoin Colfer,1172,4.04
David Lagercrantz,1173,3.73
Stieg Larsson,1173,3.73
George Goulding,1173,3.73
Emma Cline,1174,3.49
Shannon Hale,1175,4.18
Dennis Lehane,1176,4.19
Isaac Marion,1177,3.93
Mark Twain,1178,3.84
Everett H. Emerson,1178,3.84
Robert A. Heinlein,1179,4.17
Elif Shafak,1180,4.17
lyf shfq,1180,4.17
rsln fSyHy,1180,4.17
mHmd drwysh,1180,4.17
Janet Evanovich,1181,4.17
Stephen King,1182,3.9
Hajime Isayama,1183,4.42
Sheldon Drzka,1183,4.42
F. Scott Fitzgerald,1184,3.83
Olive Ann Burns,1185,3.99
Tennessee Williams,1186,3.67
Elena Ferrante,1187,3.88
Ann Goldstein,1187,3.88
Timothy Ferriss,1188,3.84
Robin S. Sharma,1189,3.77
Amor Towles,1190,3.99
Larry Niven,1191,3.96
Ruta Sepetys,1192,4.36
Andrew Clements,1193,3.79
Brian Selznick,1193,3.79
Jeff Kinney,1194,4.14
Louise Erdrich,1195,3.91
Madeleine L'Engle,1196,4.07
Veronica Roth,1197,4.18
Hanya Yanagihara,1198,4.27
Brian K. Vaughan,1199,4.12
Pia Guerra,1199,4.12
Jose Marzan Jr.,1199,4.12
Brandon Sanderson,1200,4.2
Charlaine Harris,1201,3.77
Anne Tyler,1202,3.9
Jennifer Bassett,1202,3.9
Benjamin Alire Saenz,1203,4.34
H.G. Wells,1204,3.62
Haruki Murakami,1205,4.15
Alfred Birnbaum,1205,4.15
Paulo Coelho,1206,3.57
Alan R. Clarke,1206,3.57
Johann David Wyss,1207,3.92
Scott McKowen,1207,3.92
Arthur Pober,1207,3.92
Stephen King,1208,3.9
Jennifer Probst,1209,3.81
L.M. Montgomery,1210,4.21
Watty Piper,1211,4.15
Doris Hauman,1211,4.15
George Hauman,1211,4.15
Karen Joy Fowler,1212,3.71
Orson Scott Card,1213,3.74
James Joyce,1214,3.74
Sarah Dessen,1215,3.94
Alan Brennert,1216,4.15
Anne Rice,1217,4.1
Frank E. Peretti,1218,4.24
Jessica Sorensen,1219,4.21
Lauren Groff,1220,3.56
Judy Blume,1221,3.83
E.B. White,1222,3.88
Garth Williams,1222,3.88
Isaac Asimov,1223,4.39
Brian Greene,1224,4.06
Lemony Snicket,1225,3.97
Brett Helquist,1225,3.97
Janet Evanovich,1226,4.15
Kelley Armstrong,1227,4.16
Jim Butcher,1228,4.32
Janell Cannon,1229,4.22
Joe Abercrombie,1230,4.27
Nancy Horan,1231,3.73
Janet Evanovich,1232,4.17
Lorelei King,1232,4.17
Lemony Snicket,1233,3.94
Brett Helquist,1233,3.94
Flora Rheta Schreiber,1234,3.99
Carl Sagan,1235,4.35
Chuck Palahniuk,1236,3.59
Rosamunde Pilcher,1237,4.13
Dave Eggers,1238,4.16
Gabriel Garcia Marquez,1239,3.95
Gregory Rabassa,1239,3.95
Ronald Holt,1240,4.22
Arthur Conan Doyle,1240,4.22
Bill O'Reilly,1241,4.02
Martin Dugard,1241,4.02
Jhumpa Lahiri,1242,3.82
John Flanagan,1243,4.2
Laurie Halse Anderson,1244,3.98
John Grisham,1245,3.71
Robin Hobb,1246,4.18
Ira Levin,1247,3.96
Stephen King,1248,4.12
Peter Straub,1248,4.12
Robert Jordan,1249,3.9
Jack Kerouac,1250,3.94
Kelley Armstrong,1251,4.21
Katherine Boo,1252,3.97
P.L. Travers,1253,4.05
Mary Shepard,1253,4.05
Scott Lynch,1254,4.23
Sandra Cisneros,1255,3.57
David Benioff,1256,4.28
Jeaniene Frost,1257,4.18
Roald Dahl,1258,3.94
Quentin Blake,1258,3.94
Garth Nix,1259,4.29
James Patterson,1260,3.82
Peter de Jonge,1260,3.82
Stephen King,1261,3.92
Frank Herbert,1262,3.9
James S.A. Corey,1263,4.2
Sarah J. Maas,1264,4.6
Art Spiegelman,1265,4.41
Ezra Jack Keats,1266,4.13
Janet Evanovich,1267,4.16
Emily Giffin,1268,3.86
Richard   Preston,1269,4.1
Haruki Murakami,1270,3.82
Philip Gabriel,1270,3.82
Elizabeth Gilbert,1271,3.81
Lynne Truss,1272,3.86
Kim Harrison,1273,4.04
Clement C. Moore,1274,4.36
Jan Brett,1274,4.36
Diana Gabaldon,1275,4.42
Cynthia Hand,1276,4.06
Lee Strobel,1277,4.1
Robert Jordan,1278,4.12
Carl Hiaasen,1279,3.81
Virgil,1280,3.81
Robert Fitzgerald,1280,3.81
Junot Diaz,1281,3.75
Haruki Murakami,1282,3.68
Jay Rubin,1282,3.68
Daniel Quinn,1283,3.97
Jenny Han,1284,4.14
Katie McGarry,1285,4.08
Kennilworthy Whisp,1286,3.85
J.K. Rowling,1286,3.85
Harry Allard,1287,4.26
James  Marshall,1287,4.26
Richard Bachman,1288,4.11
Stephen King,1288,4.11
Lemony Snicket,1289,4.01
Brett Helquist,1289,4.01
Lois Lowry,1290,3.9
J.R. Ward,1291,4.3
Stephen King,1292,4.25
Jerry N. Uelsmann,1292,4.25
Trenton Lee Stewart,1293,4.14
Carson Ellis,1293,4.14
Christopher Hitchens,1294,3.96
Abbi Glines,1295,4.21
Michael Crichton,1296,3.69
Jennifer E. Smith,1297,3.8
Jonathan Stroud,1298,4.09
Tom Robbins,1299,4.04
Jenna Blum,1300,4.12
John Grisham,1301,3.77
Beth Revis,1302,3.78
M. Scott Peck,1303,4.03
Jim Butcher,1304,4.33
Gertrude Chandler Warner,1305,4.09
L. Kate Deal,1305,4.09
A.S.A. Harrison,1306,3.3
Caitlin Moran,1307,3.73
Sarah J. Maas,1308,4.72
Keith Richards,1309,3.84
Jhumpa Lahiri,1310,4.11
Anita Shreve,1311,3.5
Don DeLillo,1312,3.86
Stephen E. Ambrose,1313,4.42
Charles Darwin,1314,3.97
Craig Thompson,1315,4.06
David Wroblewski,1316,3.6
Christina Schwarz,1317,3.73
Charles Bukowski,1318,4.01
Cormac McCarthy,1319,3.97
Arthur Conan Doyle,1320,4.46
Kyle Freeman,1320,4.46
Eiichiro Oda,1321,4.42
Andy Nakatani,1321,4.42
Peter S. Beagle,1322,4.18
Angie Sage,1323,3.8
Laurie Halse Anderson,1324,3.89
Tana French,1325,4.05
Erik Larson,1326,4.07
Rudyard Kipling,1327,3.94
Terry Hayes,1328,4.23
Allen Ginsberg,1329,4.14
William Carlos Williams,1329,4.14
Richard Carlson,1330,3.95
Adam Mansbach,1331,4.26
Ricardo Cortes,1331,4.26
Douglas Adams,1332,3.96
Walter Isaacson,1333,3.96
Tea Obreht,1334,3.37
Maria V. Snyder,1335,4.16
J.R. Ward,1336,4.33
Terry Pratchett,1337,4.36
Anonymous,1338,4.37
Joseph Smith Jr.,1338,4.37
Stephen King,1339,3.92
Jim Butcher,1340,4.43
Pierce Brown,1341,4.46
Terry Pratchett,1342,4.47
Terry Pratchett,1343,3.94
Malcolm Gladwell,1344,3.82
Karin Slaughter,1345,3.95
Joe Abercrombie,1346,4.26
Stephen King,1347,3.75
Dr. Seuss,1348,4.16
Michael   Lewis,1349,4.16
Garth Nix,1350,4.29
James Patterson,1351,4.16
Yana Toboso,1352,4.37
Tomo Kimura,1352,4.37
Marissa Meyer,1353,4.49
Robert Louis Stevenson,1354,3.94
Robert Mighall,1354,3.94
Emily Seife,1355,4.4
Peter V. Brett,1356,4.27
John Bunyan,1357,3.98
Lee Child,1358,4.2
Rick Riordan,1359,4.28
Stephen King,1360,3.93
Kate Morton,1361,3.93
Robert Jordan,1362,3.92
Jim Butcher,1363,4.41
Fyodor Dostoyevsky,1364,4.17
Andrew R. MacAndrew,1364,4.17
Ben Marcus,1364,4.17
Carson McCullers,1365,3.97
Rick Yancey,1366,3.94
T.H. White,1367,4.08
Terry Pratchett,1368,4.27
Christopher Paul Curtis,1369,3.89
Alison Bechdel,1370,4.12
Dan Ariely,1371,4.1
'Hmd mrd,1372,3.8
Lynne Reid Banks,1373,3.89
Robert Jordan,1374,4.5
Brandon Sanderson,1374,4.5
Jesse Andrews,1375,3.58
Jeff Kinney,1376,4.16
Janet Evanovich,1377,4.34
Simon Winchester,1378,3.84
James Patterson,1379,4.01
Andrew Gross,1379,4.01
Art Spiegelman,1380,4.53
Jasper Fforde,1381,3.92
Faye Perozich,1382,4.17
Anne Rice,1382,4.17
John Bolton,1382,4.17
Daerick Gross,1382,4.17
Louis Sachar,1383,4.14
Adam McCauley,1383,4.14
Dalai Lama XIV,1384,4.14
Howard C. Cutler,1384,4.14
David Mitchell,1385,3.81
Anna Quindlen,1386,3.86
L.J. Smith,1387,4.1
Kevin Williamson,1387,4.1
Julie Plec,1387,4.1
John Grisham,1388,3.85
Chuck Palahniuk,1389,3.6
Janet Evanovich,1390,4.15
Cornelia Funke,1391,3.91
Anthea Bell,1391,3.91
Chuck Klosterman,1392,3.75
Evelyn Waugh,1393,3.99
Jim Butcher,1394,4.41
