author,Art,Biography,Business,Christian,Classics,Comics,Cookbooks,Crime,Fantasy,Fiction,History,Manga,Mystery,Poetry,Psychology
Cecelia Ahern,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daphne du Maurier,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sally Beauman,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daniel Keyes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Laura Esquivel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thomas  Christensen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Carol Christensen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lisa See,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Mario Puzo,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0
Robert Thompson,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Peter Bart,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Isaac Asimov,0.09090909090909091,0.09090909090909091,0.0,0.0,0.0,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.2727272727272727,0.0,0.0,0.0,0.09090909090909091,0.09090909090909091
John Tiffany,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jack Thorne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lauren Oliver,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0
Terry Pratchett,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.25,0.25,0.0,0.0,0.25,0.0
Jack Kerouac,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Graeme Simsion,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tom Clancy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0
Richard Adams,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mindy Kaling,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Abraham Verghese,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Robert Louis Stevenson,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eric Carle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H.G. Wells,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Greg Bear,0.25,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.0
Carlo Pagetti,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Todd Burpo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lynn Vincent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
John Boyne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joseph Conrad,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0
Rhonda Byrne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wally Lamb,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Jennifer Weiner,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Colleen McCullough,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dave McKean,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M.L. Stedman,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cornelia Funke,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anthea Bell,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Spencer Johnson,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kenneth H. Blanchard,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bill Bryson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0
Maya Angelou,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Christina Baker Kline,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maria Semple,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0
Wilson Rawls,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Milan Kundera,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Michael Henry Heim,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
John Irving,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Janet Fitch,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
Marie Lu,0.0,0.0,0.16666666666666666,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.3333333333333333,0.16666666666666666,0.0,0.0,0.0,0.16666666666666666
Randy Pausch,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jeffrey Zaslow,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Robert Jordan,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,0.09090909090909091,0.2727272727272727,0.09090909090909091,0.18181818181818182,0.0,0.18181818181818182,0.0
Lisa Genova,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
David Nicholls,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Margaret Wise Brown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clement Hurd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pittacus Lore,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L. Frank Baum,0.16666666666666666,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.16666666666666666,0.16666666666666666,0.0,0.0,0.16666666666666666,0.16666666666666666
W.W. Denslow,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E. Lockhart,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0
Hunter S. Thompson,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.2,0.2
Ralph Steadman,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.2,0.2
Amy Poehler,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Toni Morrison,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kristin Cashore,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0
Lemony Snicket,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brett Helquist,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Erich Maria Remarque,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.25,0.25
A.W. Wheen,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.25,0.25
Philip K. Dick,0.08333333333333333,0.0,0.08333333333333333,0.0,0.0,0.08333333333333333,0.16666666666666666,0.0,0.0,0.16666666666666666,0.16666666666666666,0.08333333333333333,0.0,0.08333333333333333,0.08333333333333333
Roger Zelazny,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.16666666666666666,0.16666666666666666,0.0,0.0,0.16666666666666666,0.16666666666666666
George Cruikshank,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Philip Horne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stephanie Perkins,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
David   Lloyd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333
David McCullough,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333
Dean Koontz,0.14285714285714285,0.0,0.07142857142857142,0.0,0.0,0.07142857142857142,0.07142857142857142,0.0,0.0,0.2857142857142857,0.0,0.07142857142857142,0.0,0.14285714285714285,0.14285714285714285
Jerry Spinelli,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Robert A. Heinlein,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jack London,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jhumpa Lahiri,0.13333333333333333,0.0,0.0,0.0,0.0,0.13333333333333333,0.0,0.06666666666666667,0.2,0.13333333333333333,0.0,0.0,0.06666666666666667,0.13333333333333333,0.13333333333333333
Deborah Harkness,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Haruki Murakami,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Jay Rubin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Billie Letts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
David Levithan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
James Frey,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Susan Cain,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scott O'Dell,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.25,0.0,0.0,0.0,0.0
Arthur Miller,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Christopher Bigsby,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gary Paulsen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brandon Sanderson,0.1111111111111111,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.1111111111111111,0.1111111111111111,0.3333333333333333,0.0,0.1111111111111111,0.0,0.0,0.1111111111111111
Mervyn Peake,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dan Chaon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jeff Kinney,0.0,0.0,0.125,0.0,0.0,0.0,0.125,0.0,0.125,0.25,0.25,0.0,0.0,0.125,0.0
Sarah J. Maas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jamie Ford,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Patrick Suskind,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
John E. Woods,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eric Schlosser,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
William Gibson,0.0,0.0,0.0,0.0,0.0,0.125,0.125,0.0,0.0,0.25,0.25,0.0,0.0,0.125,0.125
Edgar Allan Poe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sun Tzu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thomas Cleary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
William Landay,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Betty Edwards,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ann Patchett,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jared Diamond,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fannie Flagg,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.25,0.0
Chinua Achebe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gary Chapman,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chris Cleave,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alyson Noel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.5,0.25,0.0,0.0,0.0,0.0
Diane Setterfield,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Paula McLain,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Umberto Eco,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.25,0.0,0.0,0.0,0.25
William Weaver,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333
Sean Barrett,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333
Beatrice Sparks,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anonymous,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
John Kennedy Toole,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Walker Percy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Philip Gabriel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
J.R. Ward,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0
Arundhati Roy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stephen Hawking,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cao Chi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pham Van Thieu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Neal Stephenson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.5,0.0,0.0,0.0,0.0,0.25
Sarah Dessen,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.0,0.0,0.0,0.2
A.A. Milne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ernest H. Shepard,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S.J. Watson,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arthur Conan Doyle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Rick Warren,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jim Butcher,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.25
Alfred MacAdam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rick Yancey,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Charles Frazier,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Laura Joffe Numeroff,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Felicia Bond,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tennessee Williams,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5
Elizabeth Kostova,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333
Emily St. John Mandel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fredrik Backman,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Henning Koch,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pearl S. Buck,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
John Berger,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chuck Dixon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
David Wenzel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sean Deming,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Junot Diaz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zora Neale Hurston,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Newt Scamander,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Albus Dumbledore,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Malala Yousafzai,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Christina Lamb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kathryn Sutherland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Claire Lamont,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Viktor E. Frankl,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tana French,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.25,0.0,0.0,0.0,0.25
Richard Dawkins,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lee Child,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.14285714285714285,0.0,0.14285714285714285,0.2857142857142857,0.0,0.0,0.14285714285714285,0.14285714285714285,0.0
Daniel Defoe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gerald McCann,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Virginia Woolf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Niccolo Machiavelli,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adolph Caso,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rufus Goodwin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Benjamin Martinez,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Terry Goodkind,0.16666666666666666,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.16666666666666666,0.3333333333333333,0.0,0.0,0.16666666666666666,0.0
Kathleen Grissom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Richard Pevear,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Larissa Volokhonsky,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jeanne DuPrau,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0
Kahlil Gibran,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Art Spiegelman,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dave Eggers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jean M. Auel,0.25,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.0
Anna Sewell,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Henry Gifford,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bret Easton Ellis,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0
Meg Cabot,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.3333333333333333
Alexander McCall Smith,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.2,0.2
Robert Kirkman,0.09090909090909091,0.0,0.0,0.09090909090909091,0.0,0.09090909090909091,0.09090909090909091,0.0,0.0,0.18181818181818182,0.09090909090909091,0.0,0.0,0.18181818181818182,0.18181818181818182
Tony Moore,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arthur C. Clarke,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Francine Rivers,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.25,0.0,0.0,0.25,0.25
Tim LaHaye,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.3333333333333333
Jerry B. Jenkins,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.3333333333333333
Barbara Ehrenreich,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Patricia Cornwell,0.08333333333333333,0.0,0.08333333333333333,0.0,0.0,0.08333333333333333,0.0,0.0,0.08333333333333333,0.16666666666666666,0.08333333333333333,0.08333333333333333,0.0,0.16666666666666666,0.16666666666666666
Corrie ten Boom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
John Sherrill,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Elizabeth Sherrill,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pat Conroy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.25,0.0,0.25,0.0
Michael Chabon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Simone Elkeles,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
J.M. Barrie,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Michael Hague,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Michael Connelly,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.3,0.1,0.0,0.1,0.1,0.2
David Mitchell,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tim O'Brien,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Banksy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jeff Lindsay,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Jonathan Swift,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Robert DeMaria Jr.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gail Kern Paster,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Robert          Jackson,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Seamus Heaney,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Frank Miller,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
David Mazzucchelli,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Richmond Lewis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dennis O'Neil,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Laini Taylor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Victoria Aveyard,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Charles Duhigg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
John Berendt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Colleen Hoover,0.2,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.2
Nancy Bond,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Laura Ingalls Wilder,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Margery Williams Bianco,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
William   Nicholson,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Robert M. Pirsig,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sara Shepard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.6666666666666666,0.0
Don Freeman,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Michael Pollan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kate Atkinson,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kenneth Branagh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thomas Hardy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tim Dolin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Margaret R. Higonnet,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gustave Flaubert,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Margaret Mauldon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Malcolm Bowie,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mark Overstall,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Norton Juster,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jules Feiffer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ned Vizzini,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vanessa Diffenbaugh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Klaus Janson,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lynn Varley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nick Hornby,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
John Gray,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anthony Bourdain,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Voltaire,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Natalie Babbitt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marie Milpois,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P.D. Eastman,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333
E.H. Gombrich,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Robert T. Kiyosaki,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lev Grossman,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tsugumi Ohba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Takeshi Obata,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Libba Bray,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.25,0.0,0.0,0.25,0.25
Tammara Webber,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.2,0.2
Jeremy Tambling,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sherman Alexie,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ellen Forney,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mikhail Bulgakov,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Katherine Tiernan O'Connor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Diana Burgin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ellendea Proffer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ursula K. Le Guin,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.2857142857142857,0.2857142857142857,0.0,0.0,0.0,0.14285714285714285
Kate DiCamillo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chris Sheban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
John Knowles,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Miguel de Cervantes Saavedra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Roberto Gonzalez Echevarria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
John Rutherford,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Robin Hobb,0.2,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.2,0.2,0.0,0.2,0.0,0.0,0.0
Beatrix Potter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Susanna Kaysen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chelsea Handler,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0
Richard Bach,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Russell Munson,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Robert Munsch,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sheila McGraw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daniel James Brown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Christopher Tolkien,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ted Nasmith,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
